EquipmentSystemCode,EquipmentName,region,GovName,CityName,HospitalName,EquipmentCondition,EquipmentStatus,DepartmentName,EquipmentOrgin,ManufacturerName,VendorName,EquipmentPurchaseCost,EquipmentPurchaseDate,EquipmentInstallDate,EquipmentExpectedLifeTime,EquipmentWarrantyExpiresDate
e5c6bcc5-563a-4eb5-b235-c8a75db0e4d6,Centrifuges,مدن القناة,الإسماعيلية,الإسماعيلية,Hospital 9,AsBuild,Working,,Japan,Tentnica centric,مديرية الشئون الصحية,0,9/4/2016,9/4/2016,9/4/2026,9/4/2026
e60d93dc-989b-4c87-8574-726110b9d317,جهاز غازات الدم,مدن القناة,الإسماعيلية,الإسماعيلية,Hospital 9,AsBuild,Working,,United States of America,Gem Premier,مديرية الشئون الصحية,0,5/14/2017,5/14/2017,5/14/2027,5/14/2027
ee461d75-7eef-474b-8b35-09c032b1f6f6,چنرال اليكتريك,مدن القناة,الإسماعيلية,الإسماعيلية,44 Hospital,AsBuild,Working,Radiology Departmet,United States of America,GE,مديرية الشئون الصحية,0,5/4/2016,5/17/1993,5/17/2003,5/17/2003
fd799b41-215c-4885-aa6f-3cdb60cd38c4,الجين اكسبرت,مدن القناة,الإسماعيلية,الإسماعيلية,Hospital 9,AsBuild,Working,,United States of America,Labofuge,مديرية الشئون الصحية,0,10/26/2016,10/26/2016,10/26/2026,10/26/2026
01e8056a-a8c0-4ecb-b5fc-aae67970923e,Syringe Pumps,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,12/5/2016,12/5/2016,12/5/2026,12/5/2026
03d34f92-ed3c-43e0-917b-e57f0f4d92d7,وحدة فحص قاع عين + منظار انكسار  ضوء,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,External Dark Room,Germany,rister,تبرعات,15000,5/4/2017,5/4/2017,5/4/2027,5/4/2027
0668e341-95aa-41fb-95a1-2dfdc8b8fb10,"Tables, Examination/Treatment",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Lithotripter Department,Germany,Richard wolf,Suez Canal University,0,7/12/2017,7/12/2017,7/12/2027,7/12/2027
07db9e6f-2f40-4c1d-ac3f-6d623c691fcb,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
09d05738-477d-4475-8dd0-3b518b91dfe4,جهاز اشعه مقطعية,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Fluorescence and Oct,Egypt,OPTOPOL,الشركة المصرية للتكنولوجيا الطبية,393181,6/28/2016,6/28/2016,6/28/2026,6/28/2026
2f94cf60-73b6-4979-aadd-8fb398391815,C-Arm Radiographic/Fluoroscopic,مدن القناة,بورسعيد,بورسعيد,4 Hosptial,AsBuild,Working,Operation Department,European Union,NA,NA,0,9/17/2017,9/17/2017,9/17/2027,9/17/2027
2fdf2133-e01a-4f0f-89d9-a754c10a2429,Syringe Pumps,مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,General Internal Department,Italy,ATOM,Donation,21000,5/24/2017,5/24/2017,5/24/2027,5/24/2027
304c155a-1b92-447b-9196-97eb8c58f2a2,photometer,مدن القناة,بورسعيد,بورسعيد,96 Hospital,AsBuild,Working,Laboratory Department,Egypt,HUMALYZER,Donation,1000,12/21/2016,12/21/2016,12/21/2026,12/21/2026
30cd682d-70c1-41fd-9e81-57a0180c43c6,"Monitoring Systems, Central Station",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,GE,NA,0,11/18/2016,11/18/2016,11/18/2026,11/18/2026
f9ec3f09-116f-4464-921c-81cf97997902,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
fe201ecb-42d4-4c7d-b4c4-952329b1554d,Peacmaker,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,12/10/2016,12/10/2016,12/10/2026,12/10/2026
0039e239-a594-4d75-acd5-c44113197210,Dental Treatment Units,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Need Repair,اسنان,NA,Kavo,NA,80000,12/23/2012,12/23/2012,12/23/2017,12/23/2017
0384e36d-8410-4dac-bb9f-6dfb519b4ce2,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,مبتسرين,NA,VOTEM,NA,33500,6/2/2015,6/2/2015,6/2/2020,6/2/2020
04e38459-da68-4298-af44-ffdf4f5a605b,"Ultrasound Scanning Systems, General-Purpose",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Radiology,NA,Toshiba,NA,239700,1/28/2014,1/28/2014,1/28/2019,1/28/2019
0531c336-24d9-484a-ad3b-173aaf34e843,Gastroscopes,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Endoscopic Department,Egypt,Fuji,NA,0,4/2/2013,8/24/2015,8/24/2025,8/24/2025
0686bcdb-aedb-49cf-9b12-04359363f375,Biological Safety Cabinets,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,PCR,Egypt,Nuaire,NA,72500,3/25/2013,8/8/2008,8/8/2018,8/8/2018
080d5fa2-ce82-4bf9-8ebe-a962f7fd1520,"Defibrillators, External, Automated",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,عناية مركزه,NA,PRIMEDIC,NA,42500,6/14/2015,6/14/2015,6/14/2020,6/14/2020
0a87c43e-73ee-43ea-98ee-a437e21f0768,"Aspirators, Surgical",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,عمليات,NA,Hersill,NA,11900,2/18/2013,2/18/2013,2/18/2018,2/18/2018
0C8E5E00-21D5-4B43-A911-86DAAF5139C7,"Stretchers, Adjustable-Height",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,Local,NA,20000,11/5/2014,11/5/2014,,
0e261ac5-524f-4ffd-95fe-73ef9ba62ba2,"Phototherapy Units, Neonatal",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,مبتسرين,NA,BLUE PARD,NA,5000,2/26/2015,2/26/2015,2/26/2020,2/26/2020
0e277402-c832-4103-aa9a-8388d37a592b,"Incubators, Infant, Transport",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,مبتسرين,NA,MEG,NA,8000,1/14/2013,1/14/2013,1/14/2018,1/14/2018
49994,Electroencephalographs,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Clinics,NA,NIHON KOHDEN,NA,86381.25,11/6/2014,11/6/2014,,
4bae744a-0e7c-4c7e-ba87-f1d96fca9505,"Aspirators, Surgical",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,عمليات,NA,Hersill,NA,11900,2/18/2013,2/18/2013,2/18/2018,2/18/2018
09eb66a5-732d-4621-889b-890a8a18b679,"Tables, Operating",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart Operation,European Union,IG,NA,0,6/18/2016,6/18/2016,6/18/2026,6/18/2026
0a361738-3bab-41d7-905e-94b0b7a102c0,ميكروسكوب جراحي,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Mega Operation Department,Japan,Sony,الفاطمية للتجارة,0,8/28/2016,8/28/2016,8/28/2026,8/28/2026
0f9bda03-ef9a-4425-9506-137e9b0600aa,"Electrocardiographs Multichannel, Noninterpretive",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Surgery Department,China,DINGJING,Port said General Hospital,0,12/1/2017,12/1/2017,12/1/2027,12/1/2027
122b37f8-95c4-47e3-88d9-b60456c1ddaf,"Infusion Pumps, General-Purpose",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Cardic Intensive Care,France,FERSINUS,Suez Canal University,0,12/17/2017,12/17/2017,12/17/2027,12/17/2027
12b3a2c0-cc0d-4f97-9364-dbbf8dc95172,"Infusion Pumps, General-Purpose",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Cardic Intensive Care,France,FERSINUS,Suez Canal University,0,12/17/2017,12/17/2017,12/17/2027,12/17/2027
12fe4682-7972-4ec5-ba20-3533007b2700,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
142be606-ff43-4e26-8705-547d9746b389,"Tables, Examination/Treatment",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Seconed Operation Department,Germany,MIDIAFA,Wadi El Nile Company,106480,12/20/2016,12/20/2016,12/20/2026,12/20/2026
14410f2e-aa56-47c7-aabb-5fcd6ae0f252,ارجون ليزر,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Laser Department,Germany,zeiss,إعارة من جامعة بور سعيد,250000,1/14/2017,1/14/2017,1/14/2027,1/14/2027
176793ac-79ff-421c-8d14-cbe9e543f286,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Endoscopic Department,European Union,NA,NA,0,7/18/2016,7/18/2016,7/18/2026,7/18/2026
1a45d88f-9736-4978-b984-8d94390213ff,"X-Ray Radiographic Systems, General-Purpose",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Radiology Department,European Union,NA,NA,0,9/13/2017,9/13/2017,9/13/2027,9/13/2027
1ac92596-c874-45f4-8532-33d38afa9efa,"Sealers, Heat",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Steralization Department,European Union,NA,NA,0,12/26/2017,12/26/2017,12/26/2027,12/26/2027
1c7cdb9f-b470-429d-bbdd-1c4a9554a57a,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,2/25/2018,2/25/2018,2/25/2028,2/25/2028
2084b800-67cd-4f6b-b552-2d4b715696b4,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,2/25/2018,2/25/2018,2/25/2028,2/25/2028
20b2dc82-ff7d-4f3b-aa6b-0565130fad8a,طابعة جهاز اليزا,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Laboratory,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
21b81555-79bf-436a-92cc-98549f636f0a,ياج ليزر,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Laser Department,Germany,Zeiss,إعارة من جامعة بور سعيد,150000,1/14/2017,1/14/2017,1/14/2027,1/14/2027
22087444-b49c-4531-a583-0de1b4a397de,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
23992e54-3345-4023-8840-f0417762a509,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
25406538-84b5-47bf-9d53-c8d22ab42c08,Syringe Pumps,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,12/6/2016,12/6/2016,12/6/2026,12/6/2026
2916f767-0603-41f5-b412-e93c14057271,ماكينه تبكيت (سير),مدن القناة,بورسعيد,بورسعيد,4 Hosptial,AsBuild,Working,Steralization Department,Egypt,NA,Delta Sientific,0,5/19/2016,5/19/2016,5/19/2026,5/19/2026
2aaec8ff-2a3f-4b24-b07b-17aae2040489,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,General Internal Department,Japan,NIHONKOHDEN,Donation,48000,6/22/2016,6/22/2016,6/22/2026,6/22/2026
2c3c66f8-b25c-484b-8c41-1f9312813cf7,"lithotripsy, Extracoroporeal, Shockwave, ESWL",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Lithotripter Department,Germany,Richard wolf,Suez Canal University,6748000,7/12/2017,7/12/2017,7/12/2027,7/12/2027
2c79455d-8dc3-4ebc-8749-f27905a99b2c,مجال ابصار,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Vision Field Department,Germany,Zeiss,إعارة من بور سعيد,50000,1/14/2017,1/14/2017,1/14/2027,1/14/2027
2ca5f825-11ef-4d4f-80e0-109220a6f670,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,2/25/2018,2/25/2018,2/25/2028,2/25/2028
2d2f7799-c89a-4ae6-8f47-9ee9ca88b769,"Monitoring Systems, Central Station",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,GE,NA,0,11/20/2016,11/20/2016,11/20/2026,11/20/2026
2daa1c07-889e-49c1-9ab0-6e76e6e84191,"Analyzers, Blood Gas/pH/Electrolyte/Metabolite",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Out-Patient Clinics,European Union,host,NA,0,9/1/2016,9/1/2016,9/1/2026,9/1/2026
2e7b5967-cdb0-49f4-b218-4bbf28c8810d,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
333b5d76-a9fc-4df7-b684-394f21933af3,ميكروسكوب عمليات + كاميرا,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Mega Operation Department,Japan,Philips,الفاطمية للتجارة,281818,8/28/2016,8/28/2016,8/28/2026,8/28/2026
338bcf27-897d-465d-905a-3db52eb5e29a,جهاز توتر قاع العين,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,External Dark Room,Germany,Rister,تبرعات,1500,6/18/2016,6/18/2016,6/18/2026,6/18/2026
33e7b3e0-2dc9-4641-a769-d07ece33c63a,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
3689ce6c-8d6d-4b42-9b8a-37d3bfeeabd0,Syringe Pumps,مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Cardic Intensive Care,France,FERSINUS,Suez Canal University,12000,12/17/2017,12/17/2017,12/17/2027,12/17/2027
36d0a714-dc09-4a5f-b64f-cc77c4df8b80,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
3de33538-3ddd-482a-84f1-44c9d6368ad1,"Monitoring Systems, Central Station",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,11/21/2016,11/21/2016,11/21/2026,11/21/2026
3e9349b6-820d-40e7-bf44-bd6501d9fa92,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
4030021b-894b-4f1e-97c5-2d03a434395e,"Ventilators, Intensive Care",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,11/23/2016,11/23/2016,11/23/2026,11/23/2026
ad44585e-0523-4052-b6e6-2cb4891e2af9,"Electrocardiographs Multichannel, Noninterpretive",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Intensive Care Unit,Japan,FUCUDADENSHI,Donation,7000,7/21/2017,7/21/2017,7/21/2027,7/21/2027
ad5a1836-6b43-44b8-87fb-71e33b781e09,"Electrocardiographs Multichannel, Interpretive",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,11/22/2016,11/22/2016,11/22/2026,11/22/2026
aed29dcc-d1be-448b-8c08-e1939b505cc0,"Infusion Pumps, General-Purpose",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,incubation depratment,European Union,ATOM,NA,0,6/14/2016,6/14/2016,6/14/2026,6/14/2026
b95e31fa-38a5-44fe-a6da-175417f1b9e7,Semi-auto chemistry analyzer,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Laboratory,Egypt,Phototron,إدارة التموين الطبي بالعباسية,36000,4/1/2018,4/1/2018,4/1/2028,4/1/2028
b9b53eb2-18f4-41fb-ba48-3397e4835444,جهاز صورة دم كامله cbc,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Laboratory,Serbia,Phoenix,إدارة التموين الطبي بالعباسية,270000,4/1/2018,4/1/2018,4/1/2028,4/1/2028
baaa2f65-40e3-4a5e-9210-ebf66b238f4b,Syringe Pumps,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,12/3/2016,12/3/2016,12/3/2026,12/3/2026
be1cfcdf-e0c2-4697-985f-b08699ae4803,"Aspirators, Surgical",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart Operation,European Union,yuwell,NA,0,8/13/2016,8/13/2016,8/13/2026,8/13/2026
be1cff3c-da25-4059-a56b-1a1e5803bce7,"Ultrasound Scanning Systems, General-Purpose",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Lithotripter Department,Egypt,samsung,Suez Canal University,0,7/12/2017,7/12/2017,7/12/2027,7/12/2027
40a14871-8ad3-4d91-8bc1-24c85a50ef41,Circulatory Assist Heart-Lung Bypass Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart Operation,European Union,polystan,NA,0,5/10/2016,5/10/2016,5/10/2026,5/10/2026
423fa41b-f327-4056-b62b-176d3e75a276,كاميراتصوير قاع العين بالصبغة,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Fluorescence and Oct,Japan,TOPCON,الفاطمية,222727,8/6/2016,8/6/2016,8/6/2026,8/6/2026
43cc1964-f7e0-452d-ae60-c2b27a9d9492,محرقة سنون,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Laboratory,European Union,Elburna,إدارة التموين الطبي بالعباسية,500,6/1/2018,6/1/2018,6/1/2028,6/1/2028
459ed1db-a017-4e3e-b110-f0876bd27774,Syringe Pumps,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,12/4/2016,12/4/2016,12/4/2026,12/4/2026
4693400f-eb4e-494f-8e03-5096b15caa86,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
47d539a9-8676-43b4-8c08-f0bd4f8be5e9,MRI,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Radiology Department,European Union,NA,NA,0,1/18/2017,1/18/2017,1/18/2027,1/18/2027
4a79ffa6-0518-4685-a79a-686e497f3493,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,2/25/2018,2/25/2018,2/25/2028,2/25/2028
4dea71ee-0f80-4596-ad55-61c1627a284c,Syringe Pumps,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,12/1/2016,12/1/2016,12/1/2026,12/1/2026
57a79f02-f44d-4d49-8632-acde77dd3ad2,"Analyzers, Blood Gas/pH/Electrolyte/Metabolite",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,12/9/2016,12/9/2016,12/9/2026,12/9/2026
5abece27-f436-490f-93f3-812a7c5461f7,"X-Ray Radiographic Units, Mobile",مدن القناة,بورسعيد,بورسعيد,4 Hosptial,AsBuild,Working,Operation Department,European Union,NA,Human Medical,0,9/17/2017,9/17/2017,9/17/2027,9/17/2027
5acfd292-b266-4103-af02-05c2e40f9fec,"Infusion Pumps, General-Purpose",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,11/26/2016,11/26/2016,11/26/2026,11/26/2026
5d19dce3-8dbc-43d2-a6c1-404e6489801e,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Lithotripter Department,Switzerland,rego,Suez Canal University,0,7/12/2017,7/12/2017,7/12/2027,7/12/2027
6800a2f4-5b43-4118-97af-bf25d887499f,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
6bbd194c-a7e3-4867-b6b1-de717c777fc9,"Tables, Examination/Treatment",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Frist Operation Department,Germany,MEDIAFA,Wadi El Nile Company,106480,12/20/2016,12/20/2016,12/20/2026,12/20/2026
720823f8-175b-4f05-8ad2-5272888e737c,"Defibrillators, External, Automated",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Intensive Care Unit,Germany,PHILIPS,Donation,30000,3/16/2017,3/16/2017,3/16/2027,3/16/2027
73154246-7fee-463d-8418-dbdb9c043f4e,"Centrifuges Tabletop, Low-Speed, Nonrefrigerated",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Blood Bank,European Union,NA,NA,0,1/31/2017,1/31/2017,1/31/2027,1/31/2027
76caee1a-877e-4050-b117-743276339350,"Analyzers, Blood Gas/pH/Electrolyte/Metabolite",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Cardic Intensive Care,United States of America,UFEHEATH,Donation,9000,6/1/2016,6/1/2016,6/1/2026,6/1/2026
7affe902-78e3-4307-90b9-97e79d900981,جهاز فحص قاع العين مباشر,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Strabismus Department,Germany,TOPCON,إعارة من جامعة بور سعيد,1500,4/12/2017,4/12/2017,4/12/2027,4/12/2027
7b061b6a-1002-4901-9013-bb91b5c04198,"Ventilators, Intensive Care",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,11/14/2017,11/14/2017,11/14/2027,11/14/2027
7c31231d-6df9-47ba-85db-073f5a6d29df,Circulatory Assist Warming/Cooling Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart Operation,European Union,NA,NA,0,5/10/2016,5/10/2016,5/10/2026,5/10/2026
7f0ce4dd-4e5b-4d5d-b256-6979e88ec898,جهاز قياس قوة عدسات النظارة بالكمبيوتر,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Strabismus Department,Germany,Topcon,إعارة من جامعة بور سعيد,32000,1/14/2017,1/14/2017,1/14/2027,1/14/2027
87d6a9f6-391d-48e4-bcef-0a828c431966,قياس ضغط العين,مدن القناة,بورسعيد,بورسعيد,3 Hospital,AsBuild,Working,Glaucoma Deparment,Egypt,HS,تبرعات,25000,4/20/2017,4/20/2017,4/20/2027,4/20/2027
87ea9d09-7fb4-4e10-aa08-83dc392030c0,Syringe Pumps,مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Cardic Intensive Care,France,FERSINUS,Suez Canal University,12000,12/17/2017,12/17/2017,12/17/2027,12/17/2027
8b619e43-8d6f-4625-ad00-5fe39bcd6819,"Infusion Pumps, General-Purpose",مدن القناة,بورسعيد,بورسعيد,6 Hospital,AsBuild,Working,Cardic Intensive Care,France,FERSINUS,Suez Canal University,0,12/17/2017,12/17/2017,12/17/2027,12/17/2027
8d3ba49f-1901-4b87-b2c8-3cbd073f15fd,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
8d4d9a4c-0ee3-491b-914d-fe74ba1140bb,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
8e0e5964-9eda-46f4-b176-93a6735366b4,"Aspirators, Surgical",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart Operation,European Union,CA.MI,NA,0,8/13/2016,8/13/2016,8/13/2026,8/13/2026
8e87457f-b0a0-4906-a0ca-f6832107d820,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
903efd6a-3a82-4f14-b0c2-badad89cc934,Syringe Pumps,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,12/2/2016,12/2/2016,12/2/2026,12/2/2026
909f15d4-cb2d-47e6-9edc-cfc5c9c91920,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,2/25/2018,2/25/2018,2/25/2028,2/25/2028
925b7f00-aa6c-4d3d-a555-d1205b3425d2,جهاز تجلط الدم,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Laboratory,European Union,NA,NA,0,9/10/2017,9/10/2017,9/10/2027,9/10/2027
958bfc2b-37f1-4f80-bf05-c3fa42c870e4,Hemodialysis Units,مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Hemodialysis Department,European Union,NA,NA,0,1/1/2017,1/1/2017,1/1/2027,1/1/2027
9623fd7e-8f75-4ec6-83c6-8aba862bdf5e,"Defibrillators, External, Automated",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,NA,NA,0,11/25/2016,11/25/2016,11/25/2026,11/25/2026
9a3d573f-fba3-478f-8fed-bc974500ea70,"Monitoring Systems, Central Station",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Open Heart ICU,European Union,GE,NA,0,11/17/2016,11/17/2016,11/17/2026,11/17/2026
9bdd564e-950a-46e8-9264-39a07dc02553,"Monitoring Systems, Physiologic",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Intensive Care Unit,European Union,NA,NA,0,1/1/2016,1/1/2016,1/1/2026,1/1/2026
a17c9cd0-4e62-43b1-a76b-fc9ef04d12fe,"Aspirators, Surgical",مدن القناة,بورسعيد,بورسعيد,98 hospital,AsBuild,Working,Defibliration Department,European Union,NA,NA,0,7/2/2018,7/2/2018,7/2/2028,7/2/2028
